22	10939422	10940596	-
22	10940706	10941690	-
22	10941779	10944966	-
22	10945052	10947303	-
22	10947417	10949211	-
22	10949268	10950048	-
22	10950173	10959066	-
22	10959135	10961282	-
22	11066014	11067334	-
22	11066514	11067984	+
22	11124378	11124507	+
22	12602526	12604669	+
22	12604738	12615408	+
22	12615533	12616313	+
22	12616370	12618170	+
22	12618288	12620837	+
22	12620937	12624241	+
22	12624330	12625316	+
22	12625427	12626606	+
22	15290835	15290994	+
22	15291023	15295331	+
22	15295409	15295729	+
22	15295831	15297156	+
22	15327755	15342359	-
22	15342425	15342944	-
22	15490130	15490871	+
22	15490946	15492485	+
22	15541606	15558445	+
22	15552886	15553210	-
22	15553585	15553690	-
22	15558590	15560155	-
22	15558625	15575611	+
22	15560263	15560524	-
22	15575785	15577966	+
22	15602513	15604051	-
22	15604132	15604841	-
22	15622711	15623986	-
22	15624070	15624538	-
22	15624673	15624955	-
22	15625093	15625471	-
22	15625900	15627331	-
22	15627409	15627649	-
22	15627715	15628381	-
22	15628585	15629737	-
22	15629890	15631429	-
22	15631537	15631918	-
22	15635310	15636010	-
22	15636066	15636545	-
22	15636713	15636799	-
22	15636864	15637380	-
22	15637458	15638851	-
22	15639042	15644203	-
22	15690313	15690425	+
22	15690708	15695370	+
22	15695484	15695644	+
22	15695817	15697373	+
22	15695817	15698661	+
22	15697628	15698661	+
22	15698767	15700077	+
22	15700214	15702685	+
22	15701481	15702959	-
22	15702755	15708019	+
22	15708089	15709781	+
22	15709825	15710867	+
22	15711033	15719659	+
22	15719777	15721285	+
22	15746898	15754387	+
22	15749797	15750371	-
22	15754452	15778009	+
22	15765779	15774711	+
22	15774847	15778009	+
22	15785056	15787171	+
22	15785056	15791016	+
22	15787281	15788551	+
22	15787281	15788584	+
22	15788698	15788819	+
22	15788930	15790660	+
22	15788930	15790684	+
22	15790797	15791009	+
22	15790797	15791016	+
22	15791151	15791627	+
22	15791151	15815475	+
22	15806010	15806355	-
22	15806010	15813393	-
22	15813480	15815574	-
22	15813480	15820620	-
22	15815565	15818573	+
22	15815565	15826141	+
22	15853220	15859049	+
22	15859170	15876488	+
22	15876686	15877314	+
22	15877447	15893136	+
22	15915145	15915640	-
22	16387838	16390135	+
22	16390219	16390369	+
22	16390494	16390640	+
22	16424107	16424524	+
22	16425211	16425244	+
22	16425487	16425517	+
22	16429160	16433325	-
22	16433460	16434363	-
22	16434453	16438286	-
22	16438436	16439312	-
22	16439390	16459929	-
22	16460103	16472851	-
22	16472977	16474087	-
22	16474228	16476698	-
22	16503375	16508154	+
22	16508238	16509387	+
22	16521288	16525946	+
22	16526112	16526974	+
22	16572149	16572707	+
22	16572752	16573043	+
22	16573211	16573421	+
22	16573526	16574465	+
22	16578072	16580810	-
22	16581286	16582506	-
22	16602214	16611657	+
22	16602214	16622840	+
22	16602214	16638578	+
22	16611892	16613984	+
22	16611892	16614076	+
22	16614177	16614698	+
22	16614177	16622840	+
22	16616345	16616745	+
22	16619719	16620051	+
22	16620159	16622840	+
22	16622896	16637039	+
22	16637089	16638578	+
22	16638739	16639297	+
22	16638739	16647167	+
22	16638739	16647604	+
22	16638739	16648526	+
22	16638739	16697495	+
22	16645812	16646447	-
22	16647256	16647662	+
22	16647784	16648526	+
22	16648647	16653509	+
22	16649960	16652321	+
22	16652482	16652932	+
22	16654075	16659496	-
22	16659627	16659857	-
22	16659968	16661475	-
22	16661554	16669461	-
22	16669619	16670216	-
22	16670260	16671517	-
22	16671177	16671517	-
22	16671587	16673599	-
22	16671587	16675122	-
22	16673751	16675122	-
22	16676045	16677192	-
22	16677375	16679291	-
22	16679492	16690102	-
22	16690279	16690572	-
22	16690615	16691974	-
22	16692138	16694577	-
22	16694720	16695003	-
22	16695143	16695241	-
22	16695357	16696777	-
22	16698155	16700313	-
22	16700448	16701153	-
22	16701311	16702042	-
22	16702202	16703992	-
22	16704105	16704308	-
22	16747738	16748275	-
22	16784408	16799770	-
22	16800023	16807738	-
22	16808082	16821606	-
22	16828059	16828541	+
22	16844524	16844864	+
22	16845075	16845918	+
22	16846080	16846304	+
22	16869625	16870775	+
22	16904515	16904640	-
22	16914549	16914930	-
22	16921752	16922124	-
22	16926196	16926377	-
22	16933824	16933948	-
22	16962875	16963724	-
22	16963828	16964765	-
22	16964861	16965177	-
22	16965267	16966099	-
22	16966182	16968297	-
22	16966363	16968297	-
22	16967444	16968297	-
22	16967480	16968297	-
22	16968382	16969942	-
22	16968382	16987959	-
22	16968382	16991872	-
22	16970192	16987959	-
22	16988115	16991872	-
22	16988166	16991872	-
22	16992175	17007940	-
22	17022041	17022348	-
22	17037343	17044872	+
22	17044999	17046345	+
22	17044999	17047323	+
22	17046443	17047323	+
22	17047425	17056376	+
22	17047425	17057072	+
22	17047425	17060594	+
22	17047429	17058014	+
22	17085228	17097061	+
22	17085228	17097796	+
22	17097085	17097796	+
22	17097942	17098774	+
22	17098886	17100354	+
22	17100480	17101995	+
22	17102042	17102138	+
22	17102301	17103493	+
22	17103576	17104725	+
22	17104809	17105590	+
22	17105601	17105852	+
22	17105601	17107726	+
